team.name,label,territorial_possession,count
Brøndby U19,"Brøndby U19 - AGF U19, 3 - 6",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - AaB U19, 1 - 0",Brøndby U19,1
Brøndby U19,"Brøndby U19 - AaB U19, 1 - 0",Middle,1
Brøndby U19,"Brøndby U19 - AaB U19, 1 - 0",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1",Brøndby U19,1
Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1",Middle,1
Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1",Brøndby U19,1
Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1",Middle,1
Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - København U19, 1 - 0",Brøndby U19,1
Brøndby U19,"Brøndby U19 - København U19, 1 - 0",Middle,1
Brøndby U19,"Brøndby U19 - København U19, 1 - 0",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - Lyngby U19, 2 - 0",Brøndby U19,1
Brøndby U19,"Brøndby U19 - Lyngby U19, 2 - 0",Middle,1
Brøndby U19,"Brøndby U19 - Lyngby U19, 2 - 0",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - Midtjylland U19, 4 - 3",Brøndby U19,1
Brøndby U19,"Brøndby U19 - Midtjylland U19, 4 - 3",Middle,1
Brøndby U19,"Brøndby U19 - Midtjylland U19, 4 - 3",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - Nordsjælland U19, 3 - 1",Brøndby U19,1
Brøndby U19,"Brøndby U19 - Nordsjælland U19, 3 - 1",Middle,1
Brøndby U19,"Brøndby U19 - Nordsjælland U19, 3 - 1",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - OB U19, 0 - 3",Brøndby U19,1
Brøndby U19,"Brøndby U19 - OB U19, 0 - 3",Middle,1
Brøndby U19,"Brøndby U19 - OB U19, 0 - 3",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - Randers U19, 6 - 3",Brøndby U19,1
Brøndby U19,"Brøndby U19 - Randers U19, 6 - 3",Middle,1
Brøndby U19,"Brøndby U19 - Randers U19, 6 - 3",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - SønderjyskE U19, 3 - 2",Brøndby U19,1
Brøndby U19,"Brøndby U19 - SønderjyskE U19, 3 - 2",Middle,1
Brøndby U19,"Brøndby U19 - SønderjyskE U19, 3 - 2",Nordsjælland U19,1
Brøndby U19,"Brøndby U19 - Vejle U19, 3 - 1",Brøndby U19,1
Brøndby U19,"Brøndby U19 - Vejle U19, 3 - 1",Middle,1
Brøndby U19,"Brøndby U19 - Vejle U19, 3 - 1",Nordsjælland U19,1
Brøndby U19,"Esbjerg U19 - Brøndby U19, 2 - 3",Brøndby U19,1
Brøndby U19,"Esbjerg U19 - Brøndby U19, 2 - 3",Middle,1
Brøndby U19,"Esbjerg U19 - Brøndby U19, 2 - 3",Nordsjælland U19,1
Brøndby U19,"Horsens U19 - Brøndby U19, 3 - 6",Brøndby U19,1
Brøndby U19,"Horsens U19 - Brøndby U19, 3 - 6",Middle,1
Brøndby U19,"Horsens U19 - Brøndby U19, 3 - 6",Nordsjælland U19,1
Brøndby U19,"København U19 - Brøndby U19, 2 - 0",Brøndby U19,1
Brøndby U19,"København U19 - Brøndby U19, 2 - 0",Middle,1
Brøndby U19,"København U19 - Brøndby U19, 2 - 0",Nordsjælland U19,1
Brøndby U19,"Lyngby U19 - Brøndby U19, 1 - 3",Brøndby U19,1
Brøndby U19,"Lyngby U19 - Brøndby U19, 1 - 3",Middle,1
Brøndby U19,"Lyngby U19 - Brøndby U19, 1 - 3",Nordsjælland U19,1
Brøndby U19,"Midtjylland U19 - Brøndby U19, 3 - 2",Brøndby U19,1
Brøndby U19,"Midtjylland U19 - Brøndby U19, 3 - 2",Middle,1
Brøndby U19,"Midtjylland U19 - Brøndby U19, 3 - 2",Nordsjælland U19,1
Brøndby U19,"Nordsjælland U19 - Brøndby U19, 1 - 1 (P)",Brøndby U19,1
Brøndby U19,"Nordsjælland U19 - Brøndby U19, 1 - 1 (P)",Middle,1
Brøndby U19,"Nordsjælland U19 - Brøndby U19, 1 - 1 (P)",Nordsjælland U19,1
Brøndby U19,"OB U19 - Brøndby U19, 3 - 3 (P)",Brøndby U19,1
Brøndby U19,"OB U19 - Brøndby U19, 3 - 3 (P)",Middle,1
Brøndby U19,"OB U19 - Brøndby U19, 3 - 3 (P)",Nordsjælland U19,1
Brøndby U19,"Randers U19 - Brøndby U19, 3 - 1",Brøndby U19,1
Brøndby U19,"Randers U19 - Brøndby U19, 3 - 1",Middle,1
Brøndby U19,"Randers U19 - Brøndby U19, 3 - 1",Nordsjælland U19,1
Brøndby U19,"Silkeborg U19 - Brøndby U19, 2 - 5",Brøndby U19,1
Brøndby U19,"Silkeborg U19 - Brøndby U19, 2 - 5",Middle,1
Brøndby U19,"Silkeborg U19 - Brøndby U19, 2 - 5",Nordsjælland U19,1
Brøndby U19,"SønderjyskE U19 - Brøndby U19, 0 - 3",Brøndby U19,1
Brøndby U19,"SønderjyskE U19 - Brøndby U19, 0 - 3",Middle,1
Brøndby U19,"SønderjyskE U19 - Brøndby U19, 0 - 3",Nordsjælland U19,1
Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2",Brøndby U19,1
Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2",Middle,1
Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2",Nordsjælland U19,1
Esbjerg U19,"AGF U19 - Esbjerg U19, 0 - 4",Esbjerg U19,1
Esbjerg U19,"AGF U19 - Esbjerg U19, 0 - 4",Middle,1
Esbjerg U19,"AGF U19 - Esbjerg U19, 0 - 4",Nordsjælland U19,1
Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)",Esbjerg U19,1
Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)",Middle,1
Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)",Nordsjælland U19,1
Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1",Esbjerg U19,1
Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1",Middle,1
Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - AGF U19, 2 - 3",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - AGF U19, 2 - 3",Middle,1
Esbjerg U19,"Esbjerg U19 - AGF U19, 2 - 3",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)",Middle,1
Esbjerg U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - Brøndby U19, 2 - 3",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - Brøndby U19, 2 - 3",Middle,1
Esbjerg U19,"Esbjerg U19 - Brøndby U19, 2 - 3",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - Horsens U19, 2 - 2 (P)",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - Horsens U19, 2 - 2 (P)",Middle,1
Esbjerg U19,"Esbjerg U19 - Horsens U19, 2 - 2 (P)",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - København U19, 1 - 6",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - København U19, 1 - 6",Middle,1
Esbjerg U19,"Esbjerg U19 - København U19, 1 - 6",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3",Middle,1
Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 1 - 2",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 1 - 2",Middle,1
Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 1 - 2",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - OB U19, 3 - 5",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - OB U19, 3 - 5",Middle,1
Esbjerg U19,"Esbjerg U19 - OB U19, 3 - 5",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - Randers U19, 1 - 0",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - Randers U19, 1 - 0",Middle,1
Esbjerg U19,"Esbjerg U19 - Randers U19, 1 - 0",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - Silkeborg U19, 4 - 0",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - Silkeborg U19, 4 - 0",Middle,1
Esbjerg U19,"Esbjerg U19 - Silkeborg U19, 4 - 0",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 0 - 3",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 0 - 3",Middle,1
Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 0 - 3",Nordsjælland U19,1
Esbjerg U19,"Esbjerg U19 - Vejle U19, 2 - 3",Esbjerg U19,1
Esbjerg U19,"Esbjerg U19 - Vejle U19, 2 - 3",Middle,1
Esbjerg U19,"Esbjerg U19 - Vejle U19, 2 - 3",Nordsjælland U19,1
Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1",Esbjerg U19,1
Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1",Middle,1
Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1",Nordsjælland U19,1
Esbjerg U19,"København U19 - Esbjerg U19, 5 - 1",Esbjerg U19,1
Esbjerg U19,"København U19 - Esbjerg U19, 5 - 1",Middle,1
Esbjerg U19,"København U19 - Esbjerg U19, 5 - 1",Nordsjælland U19,1
Esbjerg U19,"Lyngby U19 - Esbjerg U19, 3 - 3 (P)",Esbjerg U19,1
Esbjerg U19,"Lyngby U19 - Esbjerg U19, 3 - 3 (P)",Middle,1
Esbjerg U19,"Lyngby U19 - Esbjerg U19, 3 - 3 (P)",Nordsjælland U19,1
Esbjerg U19,"Midtjylland U19 - Esbjerg U19, 4 - 1",Esbjerg U19,1
Esbjerg U19,"Midtjylland U19 - Esbjerg U19, 4 - 1",Middle,1
Esbjerg U19,"Midtjylland U19 - Esbjerg U19, 4 - 1",Nordsjælland U19,1
Esbjerg U19,"Nordsjælland U19 - Esbjerg U19, 5 - 2",Esbjerg U19,1
Esbjerg U19,"Nordsjælland U19 - Esbjerg U19, 5 - 2",Middle,1
Esbjerg U19,"Nordsjælland U19 - Esbjerg U19, 5 - 2",Nordsjælland U19,1
Esbjerg U19,"OB U19 - Esbjerg U19, 1 - 0",Esbjerg U19,1
Esbjerg U19,"OB U19 - Esbjerg U19, 1 - 0",Middle,1
Esbjerg U19,"OB U19 - Esbjerg U19, 1 - 0",Nordsjælland U19,1
Esbjerg U19,"Randers U19 - Esbjerg U19, 1 - 4",Esbjerg U19,1
Esbjerg U19,"Randers U19 - Esbjerg U19, 1 - 4",Middle,1
Esbjerg U19,"Randers U19 - Esbjerg U19, 1 - 4",Nordsjælland U19,1
Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1",Esbjerg U19,1
Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1",Middle,1
Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1",Nordsjælland U19,1
Esbjerg U19,"SønderjyskE U19 - Esbjerg U19, 5 - 2",Esbjerg U19,1
Esbjerg U19,"SønderjyskE U19 - Esbjerg U19, 5 - 2",Middle,1
Esbjerg U19,"SønderjyskE U19 - Esbjerg U19, 5 - 2",Nordsjælland U19,1
Esbjerg U19,"Vejle U19 - Esbjerg U19, 2 - 0",Esbjerg U19,1
Esbjerg U19,"Vejle U19 - Esbjerg U19, 2 - 0",Middle,1
Esbjerg U19,"Vejle U19 - Esbjerg U19, 2 - 0",Nordsjælland U19,1
Horsens U19,"AGF U19 - Horsens U19, 1 - 2",Horsens U19,1
Horsens U19,"AGF U19 - Horsens U19, 1 - 2",Middle,1
Horsens U19,"AGF U19 - Horsens U19, 1 - 2",Nordsjælland U19,1
Horsens U19,"Brøndby U19 - Horsens U19, 4 - 1",Horsens U19,1
Horsens U19,"Brøndby U19 - Horsens U19, 4 - 1",Middle,1
Horsens U19,"Brøndby U19 - Horsens U19, 4 - 1",Nordsjælland U19,1
Horsens U19,"Esbjerg U19 - Horsens U19, 2 - 2 (P)",Horsens U19,1
Horsens U19,"Esbjerg U19 - Horsens U19, 2 - 2 (P)",Middle,1
Horsens U19,"Esbjerg U19 - Horsens U19, 2 - 2 (P)",Nordsjælland U19,1
Horsens U19,"Horsens U19 - AGF U19, 6 - 2",Horsens U19,1
Horsens U19,"Horsens U19 - AGF U19, 6 - 2",Middle,1
Horsens U19,"Horsens U19 - AGF U19, 6 - 2",Nordsjælland U19,1
Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)",Horsens U19,1
Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)",Middle,1
Horsens U19,"Horsens U19 - AaB U19, 4 - 4 (P)",Nordsjælland U19,1
Horsens U19,"Horsens U19 - Brøndby U19, 3 - 6",Horsens U19,1
Horsens U19,"Horsens U19 - Brøndby U19, 3 - 6",Middle,1
Horsens U19,"Horsens U19 - Brøndby U19, 3 - 6",Nordsjælland U19,1
Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1",Horsens U19,1
Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1",Middle,1
Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1",Nordsjælland U19,1
Horsens U19,"Horsens U19 - København U19, 0 - 4",Horsens U19,1
Horsens U19,"Horsens U19 - København U19, 0 - 4",Middle,1
Horsens U19,"Horsens U19 - København U19, 0 - 4",Nordsjælland U19,1
Horsens U19,"Horsens U19 - Lyngby U19, 2 - 2",Horsens U19,1
Horsens U19,"Horsens U19 - Lyngby U19, 2 - 2",Middle,1
Horsens U19,"Horsens U19 - Lyngby U19, 2 - 2",Nordsjælland U19,1
Horsens U19,"Horsens U19 - Midtjylland U19, 1 - 2",Horsens U19,1
Horsens U19,"Horsens U19 - Midtjylland U19, 1 - 2",Middle,1
Horsens U19,"Horsens U19 - Midtjylland U19, 1 - 2",Nordsjælland U19,1
Horsens U19,"Horsens U19 - Nordsjælland U19, 3 - 2",Horsens U19,1
Horsens U19,"Horsens U19 - Nordsjælland U19, 3 - 2",Middle,1
Horsens U19,"Horsens U19 - Nordsjælland U19, 3 - 2",Nordsjælland U19,1
Horsens U19,"Horsens U19 - Randers U19, 2 - 5",Horsens U19,1
Horsens U19,"Horsens U19 - Randers U19, 2 - 5",Middle,1
Horsens U19,"Horsens U19 - Randers U19, 2 - 5",Nordsjælland U19,1
Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3",Horsens U19,1
Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3",Middle,1
Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3",Nordsjælland U19,1
Horsens U19,"Horsens U19 - Vejle U19, 1 - 3",Horsens U19,1
Horsens U19,"Horsens U19 - Vejle U19, 1 - 3",Middle,1
