player.name,team.name,label,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,penalty_area_entry
J. Valtteri Lähteenmäki,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",81.0,24.0,90.0,23.0,,,True
M. Seim-Monsen,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",88.0,12.0,98.0,19.0,,,True
V. Berthelsen,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",81.0,40.0,85.0,39.0,,,True
J. Valtteri Lähteenmäki,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",88.0,15.0,97.0,27.0,,,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",79.0,83.0,92.0,81.0,,,True
M. Gaunsbæk,SønderjyskE U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",79.0,6.0,92.0,74.0,,,True
V. Berthelsen,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",90.0,82.0,,,90.0,62.0,True
J. Valtteri Lähteenmäki,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",80.0,28.0,,,89.0,29.0,True
M. Heyde,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",71.0,76.0,86.0,43.0,,,True
J. Meltofte Janssen,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",66.0,42.0,93.0,69.0,,,True
N. Markmann,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",59.0,31.0,86.0,80.0,,,True
J. Lauridsen Krath,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",87.0,82.0,,,91.0,74.0,True
J. Valtteri Lähteenmäki,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",76.0,88.0,,,88.0,75.0,True
M. Fredslund Geffen,SønderjyskE U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",91.0,95.0,,,96.0,72.0,True
J. Jonsson,SønderjyskE U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",72.0,32.0,,,84.0,33.0,True
S. Escobar Jensen,SønderjyskE U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",81.0,67.0,95.0,75.0,,,True
J. Lauridsen Krath,Nordsjælland U19,"SønderjyskE U19 - Nordsjælland U19, 0 - 0 (P)","March 9, 2024 at 12:30:00 PM GMT+1",84.0,86.0,85.0,72.0,,,True
G. Johan,Randers U19,"Vejle U19 - Randers U19, 0 - 1","March 9, 2024 at 12:30:00 PM GMT+1",81.0,29.0,87.0,51.0,,,True
O. Amby,Vejle U19,"Vejle U19 - Randers U19, 0 - 1","March 9, 2024 at 12:30:00 PM GMT+1",74.0,51.0,87.0,49.0,,,True
N. Krogh,Randers U19,"Vejle U19 - Randers U19, 0 - 1","March 9, 2024 at 12:30:00 PM GMT+1",73.0,83.0,,,85.0,75.0,True
F. Flaskager,Vejle U19,"Vejle U19 - Randers U19, 0 - 1","March 9, 2024 at 12:30:00 PM GMT+1",72.0,36.0,,,90.0,33.0,True
T. Laursen,Vejle U19,"Vejle U19 - Randers U19, 0 - 1","March 9, 2024 at 12:30:00 PM GMT+1",80.0,47.0,86.0,59.0,,,True
N. Krogh,Randers U19,"Vejle U19 - Randers U19, 0 - 1","March 9, 2024 at 12:30:00 PM GMT+1",75.0,40.0,84.0,26.0,,,True
