player.name,team.name,label,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,penalty_area_entry
M. Konradsen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",69.0,14.0,90.0,54.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",81.0,26.0,,,85.0,40.0,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",80.0,23.0,,,85.0,24.0,True
J. Lindekilde,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",80.0,36.0,,,85.0,43.0,True
J. Lindekilde,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",80.0,62.0,90.0,58.0,,,True
C. Jørgensen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",71.0,63.0,89.0,47.0,,,True
J. Lindekilde,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",88.0,10.0,,,96.0,30.0,True
L. Nielsen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",82.0,37.0,87.0,29.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",83.0,8.0,,,92.0,24.0,True
C. Jørgensen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",82.0,76.0,,,91.0,76.0,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",77.0,34.0,,,89.0,34.0,True
S. Johannesen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",80.0,70.0,,,95.0,75.0,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",74.0,28.0,92.0,26.0,,,True
J. Lindekilde,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",64.0,73.0,88.0,75.0,,,True
N. Tornvig,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",77.0,51.0,,,87.0,42.0,True
S. Iheanacho,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",81.0,80.0,,,96.0,62.0,True
S. Iheanacho,Midtjylland U19,"Midtjylland U19 - Randers U19, 4 - 1","April 20, 2024 at 1:00:00 PM GMT+2",78.0,62.0,,,90.0,32.0,True
M. Ryberg,Silkeborg U19,"Silkeborg U19 - Lyngby U19, 1 - 0","April 20, 2024 at 1:00:00 PM GMT+2",72.0,37.0,89.0,24.0,,,True
V. Mølgaard Eskildsen,Lyngby U19,"Silkeborg U19 - Lyngby U19, 1 - 0","April 20, 2024 at 1:00:00 PM GMT+2",72.0,75.0,85.0,59.0,,,True
M. Rasmussen,Silkeborg U19,"Silkeborg U19 - Lyngby U19, 1 - 0","April 20, 2024 at 1:00:00 PM GMT+2",83.0,33.0,90.0,44.0,,,True
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - Lyngby U19, 1 - 0","April 20, 2024 at 1:00:00 PM GMT+2",95.0,18.0,,,99.0,37.0,True
L. Madsen,Silkeborg U19,"Silkeborg U19 - Lyngby U19, 1 - 0","April 20, 2024 at 1:00:00 PM GMT+2",78.0,73.0,89.0,59.0,,,True
V. Mølgaard Eskildsen,Lyngby U19,"Silkeborg U19 - Lyngby U19, 1 - 0","April 20, 2024 at 1:00:00 PM GMT+2",75.0,65.0,85.0,55.0,,,True
A. Al-Hardan,Lyngby U19,"Silkeborg U19 - Lyngby U19, 1 - 0","April 20, 2024 at 1:00:00 PM GMT+2",33.0,5.0,89.0,22.0,,,True
M. Kaarsbo,Lyngby U19,"Silkeborg U19 - Lyngby U19, 1 - 0","April 20, 2024 at 1:00:00 PM GMT+2",78.0,75.0,92.0,49.0,,,True
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - Lyngby U19, 1 - 0","April 20, 2024 at 1:00:00 PM GMT+2",73.0,43.0,,,94.0,31.0,True
A. Tomaselli,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",68.0,91.0,,,87.0,73.0,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",75.0,41.0,88.0,38.0,,,True
A. Raffnsøe Hoeg,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",77.0,22.0,91.0,27.0,,,True
T. Olesen,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",81.0,70.0,,,86.0,65.0,True
S. Escobar Jensen,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",80.0,51.0,,,85.0,50.0,True
B. Appiah,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",75.0,68.0,,,94.0,75.0,True
O. Amby,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",74.0,69.0,90.0,74.0,,,True
B. Appiah,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",80.0,19.0,,,98.0,23.0,True
T. Olesen,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",85.0,87.0,,,86.0,73.0,True
O. Amby,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",73.0,79.0,,,84.0,77.0,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",80.0,56.0,92.0,69.0,,,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",78.0,31.0,,,98.0,33.0,True
T. Lykkebak,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",69.0,89.0,91.0,69.0,,,True
M. Udengaard,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",79.0,27.0,,,88.0,35.0,True
F. Flaskager,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",71.0,28.0,,,84.0,27.0,True
T. Lykkebak,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",77.0,27.0,89.0,31.0,,,True
T. Lykkebak,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",65.0,31.0,90.0,34.0,,,True
T. Lykkebak,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",74.0,23.0,88.0,52.0,,,True
O. Amby,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",63.0,49.0,94.0,23.0,,,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",81.0,35.0,,,92.0,34.0,True
M. Udengaard,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",75.0,23.0,,,85.0,24.0,True
M. Udengaard,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",80.0,14.0,88.0,35.0,,,True
M. Udengaard,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",73.0,16.0,93.0,59.0,,,True
A. Tomaselli,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",84.0,89.0,90.0,21.0,,,True
A. Tomaselli,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",76.0,82.0,88.0,72.0,,,True
T. Lykkebak,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",71.0,23.0,,,90.0,32.0,True
T. Eskildsen,Vejle U19,"SønderjyskE U19 - Vejle U19, 3 - 3 (P)","April 20, 2024 at 12:30:00 PM GMT+2",58.0,87.0,90.0,49.0,,,True
F. Emmery,AGF U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",78.0,19.0,89.0,57.0,,,True
M. Jensen,OB U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",82.0,73.0,,,96.0,70.0,True
M. Jensen,OB U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",73.0,93.0,,,85.0,81.0,True
L. Nielsen,AGF U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",82.0,87.0,85.0,81.0,,,True
F. Elkjær Andersen,AGF U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",74.0,18.0,88.0,64.0,,,True
F. Emmery,AGF U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",83.0,17.0,93.0,63.0,,,True
F. Emmery,AGF U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",81.0,18.0,,,92.0,28.0,True
V. Grymer,OB U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",83.0,6.0,96.0,29.0,,,True
S. Tchamche,AGF U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",90.0,94.0,,,90.0,73.0,True
M. Andersen,OB U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",95.0,83.0,94.0,70.0,,,True
R. Düring,AGF U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",81.0,72.0,,,91.0,78.0,True
J. Askou,OB U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",75.0,2.0,92.0,31.0,,,True
J. Askou,OB U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",80.0,14.0,92.0,50.0,,,True
S. Tchamche,AGF U19,"AGF U19 - OB U19, 3 - 2","April 25, 2024 at 12:30:00 PM GMT+2",79.0,70.0,,,87.0,68.0,True
A. Noshe,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",86.0,88.0,,,93.0,74.0,True
M. Jensen,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",80.0,10.0,88.0,46.0,,,True
O. Meedom,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",88.0,85.0,89.0,34.0,,,True
O. Meedom,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",96.0,88.0,84.0,80.0,,,True
J. Buus,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",73.0,49.0,88.0,77.0,,,True
N. Vestby,Esbjerg U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",76.0,8.0,,,84.0,19.0,True
Nelson Masuku,Esbjerg U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",79.0,39.0,84.0,38.0,,,True
B. Vad Østergaard,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",78.0,21.0,89.0,23.0,,,True
B. Vad Østergaard,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",81.0,34.0,86.0,34.0,,,True
B. Vad Østergaard,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",79.0,25.0,90.0,51.0,,,True
O. Meedom,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",77.0,78.0,91.0,66.0,,,True
E. Andersen,Esbjerg U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",79.0,37.0,,,90.0,29.0,True
M. Jensen,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",83.0,29.0,92.0,30.0,,,True
J. Buus,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",78.0,39.0,92.0,20.0,,,True
N. Andersen,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",74.0,38.0,86.0,27.0,,,True
E. Nymann,AaB U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",83.0,85.0,99.0,76.0,,,True
R. Zwinge,Esbjerg U19,"Esbjerg U19 - AaB U19, 1 - 1 (E)","April 27, 2024 at 11:45:00 AM GMT+2",90.0,9.0,90.0,40.0,,,True
E. Højlund,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",82.0,48.0,,,88.0,51.0,True
T. Szűcs,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",76.0,29.0,93.0,24.0,,,True
O. Jönsson,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",79.0,92.0,92.0,76.0,,,True
T. Szűcs,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",86.0,16.0,,,86.0,28.0,True
J. Moalem,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",69.0,70.0,,,86.0,62.0,True
J. Moalem,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",77.0,56.0,,,86.0,59.0,True
E. Højlund,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",77.0,66.0,95.0,71.0,,,True
E. Otoo,Lyngby U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",83.0,40.0,90.0,39.0,,,True
M. Kaarsbo,Lyngby U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",77.0,55.0,89.0,68.0,,,True
A. Chiakha,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",84.0,84.0,,,95.0,73.0,True
E. Otoo,Lyngby U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",77.0,39.0,,,92.0,69.0,True
T. Szűcs,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",79.0,29.0,89.0,58.0,,,True
H. Németh,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",78.0,65.0,88.0,66.0,,,True
H. Németh,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",73.0,62.0,87.0,71.0,,,True
J. Moalem,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",64.0,24.0,86.0,42.0,,,True
A. Chiakha,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",66.0,72.0,,,85.0,65.0,True
J. Moalem,København U19,"København U19 - Lyngby U19, 2 - 2 (P)","April 27, 2024 at 1:00:00 PM GMT+2",91.0,2.0,,,95.0,28.0,True
Alamara Djabi,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",81.0,65.0,91.0,74.0,,,True
M. Munck,Nordsjælland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",83.0,40.0,84.0,32.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",81.0,35.0,,,86.0,35.0,True
M. Kruger-Johnsen,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",79.0,10.0,,,88.0,27.0,True
C. Marfo,Nordsjælland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",89.0,83.0,88.0,57.0,,,True
J. Lindekilde,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",80.0,56.0,95.0,64.0,,,True
J. Lindekilde,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",87.0,90.0,90.0,81.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",78.0,21.0,94.0,28.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",80.0,29.0,,,86.0,33.0,True
C. Marfo,Nordsjælland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",45.0,49.0,88.0,35.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",78.0,34.0,89.0,54.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",86.0,11.0,99.0,27.0,,,True
N. Tornvig,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",79.0,43.0,88.0,69.0,,,True
M. Munck,Nordsjælland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",71.0,60.0,88.0,65.0,,,True
J. Lindekilde,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",66.0,91.0,90.0,76.0,,,True
C. Jørgensen,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",78.0,93.0,96.0,59.0,,,True
A. Owusu,Midtjylland U19,"Nordsjælland U19 - Midtjylland U19, 2 - 3","April 27, 2024 at 1:00:00 PM GMT+2",72.0,78.0,98.0,73.0,,,True
M. Ubandoma,Randers U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",92.0,86.0,93.0,42.0,,,True
L. Madsen,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",82.0,66.0,,,92.0,78.0,True
S. Stüker,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",68.0,85.0,,,86.0,75.0,True
F. Warrer,Randers U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",79.0,12.0,90.0,46.0,,,True
S. Stüker,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",97.0,92.0,95.0,47.0,,,True
M. Ryberg,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",83.0,74.0,87.0,64.0,,,True
S. Stüker,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",93.0,95.0,91.0,65.0,,,True
L. Madsen,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",77.0,31.0,89.0,33.0,,,True
O. Boesen,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",74.0,56.0,,,84.0,32.0,True
M. Rasmussen,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",92.0,17.0,91.0,46.0,,,True
M. Rasmussen,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",75.0,18.0,98.0,24.0,,,True
A. Bøndergaard,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",94.0,18.0,98.0,35.0,,,True
M. Ubandoma,Randers U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",81.0,88.0,,,94.0,70.0,True
A. Bøndergaard,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",77.0,55.0,,,93.0,58.0,True
O. Boesen,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",77.0,60.0,90.0,78.0,,,True
G. Johan,Randers U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",83.0,49.0,,,93.0,31.0,True
S. Biller Mikkelsen,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",78.0,57.0,,,84.0,62.0,True
O. Boesen,Silkeborg U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",69.0,34.0,94.0,19.0,,,True
W. Køhler Simonsen,Randers U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",84.0,93.0,93.0,51.0,,,True
M. Ubandoma,Randers U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",76.0,41.0,89.0,63.0,,,True
N. Krogh,Randers U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",80.0,62.0,87.0,75.0,,,True
W. Køhler Simonsen,Randers U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",70.0,92.0,91.0,73.0,,,True
C. Hagens,Randers U19,"Randers U19 - Silkeborg U19, 1 - 2","April 27, 2024 at 1:00:00 PM GMT+2",64.0,90.0,90.0,55.0,,,True
T. Olesen,SønderjyskE U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",75.0,39.0,91.0,26.0,,,True
M. Jensen,Brøndby U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",84.0,18.0,89.0,44.0,,,True
T. Olesen,SønderjyskE U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",73.0,13.0,,,90.0,36.0,True
L. Larsen,Brøndby U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",76.0,25.0,,,87.0,28.0,True
B. Kvist,Brøndby U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",80.0,28.0,,,87.0,35.0,True
B. Kvist,Brøndby U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",88.0,13.0,,,96.0,33.0,True
L. Larsen,Brøndby U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",91.0,14.0,,,95.0,28.0,True
T. Olesen,SønderjyskE U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",71.0,69.0,90.0,70.0,,,True
T. Olesen,SønderjyskE U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",75.0,37.0,,,88.0,35.0,True
S. Escobar Jensen,SønderjyskE U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",32.0,56.0,88.0,40.0,86.0,38.0,True
T. Olesen,SønderjyskE U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",66.0,38.0,90.0,27.0,,,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",53.0,49.0,89.0,37.0,,,True
M. Bakhit,Brøndby U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",82.0,33.0,94.0,25.0,,,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",79.0,11.0,,,86.0,34.0,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Brøndby U19, 0 - 3","April 27, 2024 at 12:30:00 PM GMT+2",73.0,45.0,95.0,29.0,,,True
M. Konradsen,Midtjylland U19,"Midtjylland U19 - AGF U19, 4 - 0","May 3, 2024 at 4:00:00 PM GMT+2",78.0,71.0,92.0,42.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - AGF U19, 4 - 0","May 3, 2024 at 4:00:00 PM GMT+2",76.0,11.0,,,88.0,31.0,True
S. Iheanacho,Midtjylland U19,"Midtjylland U19 - AGF U19, 4 - 0","May 3, 2024 at 4:00:00 PM GMT+2",72.0,87.0,,,96.0,74.0,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - AGF U19, 4 - 0","May 3, 2024 at 4:00:00 PM GMT+2",74.0,29.0,89.0,53.0,,,True
S. Johannesen,Midtjylland U19,"Midtjylland U19 - AGF U19, 4 - 0","May 3, 2024 at 4:00:00 PM GMT+2",81.0,36.0,89.0,31.0,,,True
